"sex","birth","marriage","religion","income"
2,1955,2,2,126
2,1981,1,2,158.3
2,1981,1,2,193.9
1,1976,1,2,330.4
1,1978,1,2,235
2,1980,1,1,NA
2,1981,1,1,242.3
1,1979,1,1,NA
2,2008,0,1,NA
2,2011,0,1,NA
2,1957,2,1,NA
1,1978,1,1,774.6
1,2013,0,1,NA
1,1970,3,2,117
2,1999,0,2,NA
1,1955,1,2,NA
2,1961,1,2,NA
1,1985,5,2,208
1,1951,1,2,NA
2,1956,1,2,253.7
1,1977,1,2,437
1,1979,1,2,297.5
2,1982,5,2,192
2,1979,1,2,NA
2,1983,1,2,NA
2,2009,0,2,NA
1,2011,0,2,NA
1,2010,0,2,NA
1,2012,0,2,NA
2,1947,2,1,NA
1,1952,1,2,NA
2,1956,1,2,90.4
2,1981,5,2,215
2,1982,5,2,181.6
1,1966,1,2,NA
2,1972,1,2,NA
1,1998,0,2,NA
2,2001,0,2,NA
1,2006,0,2,NA
1,1942,1,1,NA
2,1948,1,1,NA
1,1962,1,2,247.5
2,1964,1,1,NA
1,1990,5,1,183
1,1992,5,2,NA
1,2007,0,2,NA
2,1944,2,2,NA
2,1933,2,1,NA
1,1952,3,2,NA
2,1980,5,2,178
1,1981,5,2,151.5
1,1955,1,2,NA
2,1967,1,2,NA
1,1981,5,2,299.5
1,1979,1,2,450
2,1979,1,1,80
2,2005,0,1,NA
2,2007,0,1,NA
1,2010,0,1,NA
2,1959,2,1,110
2,1982,1,1,106.2
2,1987,5,1,NA
2,1988,5,1,178.3
2,1998,0,1,NA
1,1980,1,1,304.7
2,2013,0,1,NA
2,1935,2,1,22.7
1,1956,1,1,NA
1,1987,5,1,189.6
1,1987,5,1,250
2,1962,1,1,NA
2,1956,3,1,NA
2,1980,1,1,NA
1,1984,5,1,NA
1,1980,1,2,483
2,2014,0,2,NA
1,1966,5,1,NA
2,1932,2,2,NA
2,1931,2,2,NA
2,1939,3,1,NA
2,1938,2,2,NA
1,1952,3,1,61.9
1,1978,5,2,NA
2,1951,2,2,NA
2,1961,2,1,NA
2,1948,2,1,NA
1,1996,5,2,NA
2,1967,3,2,104
2,1992,5,2,NA
1,1944,2,1,NA
1,1975,5,1,110
2,1953,3,1,NA
2,1964,2,2,78
1,1990,5,2,NA
2,1994,5,2,NA
1,1950,1,1,NA
2,1952,1,1,NA
2,1960,3,1,130.1
2,1988,5,1,377.5
2,1988,1,1,403.8
1,1961,1,2,NA
2,1966,1,2,NA
1,1990,5,2,NA
2,1995,5,2,NA
1,1952,1,1,NA
2,1961,1,1,NA
2,1931,2,1,NA
2,1933,2,1,NA
1,1962,1,2,NA
2,1968,1,2,NA
2,1992,5,2,NA
1,1996,5,2,NA
1,1970,1,2,425
2,1971,1,2,NA
1,2005,0,2,NA
1,2007,0,2,NA
1,1967,1,2,NA
2,1969,1,2,NA
1,1953,1,1,680
2,1960,1,1,NA
1,1986,5,1,NA
1,1962,1,1,NA
2,1967,1,1,NA
2,1993,5,1,NA
1,1959,1,2,NA
2,1958,1,2,NA
2,1982,5,2,166.3
1,1955,1,2,NA
2,1956,1,2,NA
2,1984,1,2,NA
2,1981,1,2,0
1,1927,1,2,NA
2,1934,1,2,NA
1,1978,1,2,NA
1,2007,0,2,NA
1,2009,0,2,NA
1,1979,1,2,181
2,2011,0,2,NA
1,1936,2,2,NA
1,1942,1,2,NA
2,1947,1,2,NA
2,1973,3,2,NA
2,1975,3,2,277.4
1,1976,3,2,NA
1,1997,5,2,112.5
2,2000,0,2,NA
2,1935,2,2,NA
1,1976,1,2,250
2,1979,1,2,253.3
2,2007,0,2,NA
2,2011,0,2,NA
2,2011,0,2,NA
1,2015,0,2,NA
1,1963,1,1,758
2,1964,1,1,NA
2,1991,5,1,NA
2,1993,5,1,NA
1,1974,1,1,235.1
2,1977,1,1,336.3
2,2003,0,1,NA
2,2006,0,1,NA
2,1953,4,1,NA
1,1971,1,2,358.8
2,1977,1,2,NA
2,2000,0,2,NA
2,2004,0,2,NA
1,2008,0,2,NA
2,1941,2,1,NA
1,1969,5,2,NA
1,1962,1,1,NA
2,1966,1,1,50
1,1998,0,1,NA
2,1942,2,1,NA
1,1954,1,2,132.8
2,1954,1,2,NA
1,1958,1,2,NA
2,1961,1,2,224.3
1,1997,5,2,NA
1,1946,1,1,NA
2,1949,1,1,58
1,1975,1,2,NA
1,1975,4,2,245
1,2008,0,2,NA
2,1980,1,2,NA
1,2007,0,2,NA
1,2011,0,2,NA
2,1944,2,1,NA
1,1980,5,1,154.2
2,1935,2,1,NA
2,1933,2,1,NA
2,1927,2,1,NA
1,1954,1,2,265.8
2,1960,1,2,NA
2,1986,5,2,260.8
2,1988,1,2,NA
1,1982,1,2,375.8
1,1971,3,2,NA
1,1996,5,1,NA
1,1999,0,1,NA
2,1939,2,1,NA
1,1974,1,2,553.6
2,1975,1,2,203.6
2,2004,0,2,NA
1,1972,1,1,250
2,1972,1,1,128
2,2004,0,1,NA
2,1934,2,1,NA
1,2006,0,1,NA
1,1974,1,2,512
2,1976,1,2,198.6
2,1995,5,2,NA
2,1998,0,2,NA
1,2006,0,2,NA
1,1969,1,1,708.3
2,1972,1,1,NA
2,2002,0,1,NA
2,2004,0,1,NA
1,1956,1,1,350.2
2,1957,1,1,NA
1,1963,1,2,515.4
2,1970,1,2,NA
2,1992,5,2,183.5
1,1961,1,2,NA
2,1966,1,2,NA
1,1990,5,2,NA
2,1998,0,2,NA
1,1969,1,2,608.3
2,1971,1,2,161.8
2,1998,0,2,NA
1,2000,0,2,NA
1,1939,1,2,NA
2,1936,1,2,NA
1,1972,1,2,439.2
2,1974,1,2,84.8
1,2003,0,2,NA
1,2005,0,2,NA
2,1954,2,2,NA
2,1988,5,2,NA
1,1999,0,2,NA
1,1937,1,2,NA
2,1943,1,2,NA
1,1981,1,1,300
2,1981,1,1,220
2,2007,0,1,NA
2,2009,0,1,NA
1,1947,1,2,NA
2,1947,1,1,119
1,1969,1,2,583.3
2,1971,1,2,120
1,1998,0,2,NA
1,2000,0,2,NA
1,1969,1,2,502.5
2,1968,1,2,NA
2,1996,5,2,NA
1,1998,0,2,NA
1,1966,1,1,443.3
2,1965,1,1,158
2,1991,5,1,190
1,1966,1,1,525
2,1968,1,1,NA
2,1994,5,1,NA
1,1996,5,1,NA
1,2001,0,1,NA
1,1965,1,2,833
2,1968,1,2,NA
2,1993,5,2,NA
2,1949,2,2,NA
2,1983,1,2,262
1,1944,1,1,NA
2,1948,1,1,NA
1,1941,1,2,NA
2,1944,1,2,NA
1,1971,1,2,NA
2,1972,1,2,212.8
1,1997,5,2,NA
1,1944,1,1,95
2,1947,1,1,NA
2,1941,2,1,NA
2,1962,3,1,NA
2,1937,3,1,NA
2,1954,3,1,NA
2,1931,2,1,NA
2,1938,3,1,NA
2,1929,2,2,NA
2,1975,3,1,75
2,2001,0,1,NA
2,1925,2,1,NA
2,1949,1,1,NA
1,1945,1,2,NA
2,1947,2,1,NA
1,1934,1,1,NA
2,1944,1,1,NA
1,1965,3,1,NA
2,1964,3,1,NA
2,1988,5,1,NA
1,2006,0,1,NA
2,1942,3,1,NA
1,1986,1,2,493.3
2,1986,1,2,NA
2,2009,0,2,NA
2,2011,0,2,NA
1,1936,5,2,NA
1,1949,1,1,NA
2,1947,1,1,NA
2,1970,4,2,330.5
2,1996,5,2,NA
2,1953,2,1,NA
2,1942,2,2,NA
2,1959,2,1,139.77
2,1986,5,1,140
1,1949,1,1,NA
2,1956,1,1,362.9
2,1977,1,2,NA
2,1980,1,1,0
1,1977,1,2,449.3
1,2008,0,2,NA
2,2010,0,2,NA
2,1942,2,2,NA
1,1975,1,1,250
2,1932,2,1,NA
1,1950,1,1,NA
2,1954,1,1,NA
2,1969,2,2,NA
1,1987,1,1,277.7
2,1987,1,1,250
2,1942,2,1,20
1,1994,5,2,NA
1,1996,5,2,NA
1,1999,0,2,NA
2,1937,2,1,NA
1,1961,3,1,31
2,1946,2,1,NA
1,1967,1,2,1026.7
2,1971,1,2,150
1,1998,0,2,NA
2,2000,0,2,NA
1,1959,1,1,417
2,1962,1,1,NA
2,1988,5,1,141
1,1992,5,1,217
1,1944,1,1,NA
2,1950,1,2,NA
2,1975,1,2,NA
1,1973,1,2,316
2,2008,0,2,NA
1,2008,0,2,NA
1,1955,1,2,NA
2,1961,1,2,NA
1,1963,1,2,NA
2,1966,1,1,100
1,1995,5,2,NA
1,1969,1,2,583.3
2,1971,1,2,NA
1,2003,0,2,NA
1,2004,0,2,NA
1,1955,1,1,NA
2,1955,1,1,567
1,1983,5,1,NA
2,1993,5,1,200
1,1922,1,1,NA
2,1929,1,1,NA
1,1922,2,2,NA
1,1940,1,1,NA
2,1946,1,1,NA
1,1948,1,1,NA
2,1954,1,1,NA
1,1979,1,1,376
2,1977,1,1,NA
2,1985,1,1,302
2,2011,0,1,NA
2,1947,3,2,NA
1,1981,5,2,210
2,1928,2,1,NA
1,1969,1,2,268
2,1973,1,2,NA
2,1993,5,1,128
2,1997,5,1,NA
1,1998,0,1,NA
1,1954,1,2,NA
2,1961,1,2,108
2,1990,5,2,174.6
1,1994,5,2,150
2,1931,2,1,NA
2,1932,2,1,NA
1,1944,1,1,NA
2,1948,1,1,NA
2,1966,2,2,144
2,1991,5,2,168.6
1,1967,1,1,NA
2,1964,1,1,129.6
1,1997,5,1,NA
2,1951,3,1,NA
1,1968,1,2,321.7
2,1968,1,2,150
1,1996,5,2,NA
2,1999,0,2,NA
2,1935,2,1,NA
1,1952,1,1,NA
2,1956,1,1,1051.6
1,1964,1,2,470
2,1967,1,2,175.46
2,1991,5,2,208
2,1992,5,2,125
1,1998,0,2,NA
1,1933,1,2,NA
2,1936,1,2,NA
1,1946,1,1,NA
2,1949,1,1,NA
1,1942,1,1,NA
2,1944,1,1,NA
2,1934,2,1,NA
1,1948,1,1,108
2,1953,1,1,80
2,1938,2,1,NA
1,1973,1,1,315.8
2,1974,1,1,102.1
1,2001,0,1,NA
2,2002,0,1,NA
1,1971,1,1,341.3
2,1970,1,1,133
1,1997,5,1,NA
2,1998,0,1,NA
1,1959,1,1,NA
2,1964,1,1,156
2,1992,5,1,156
2,1999,0,1,NA
1,1953,1,1,NA
2,1956,1,1,NA
2,1983,1,2,229.4
2,1930,2,2,NA
1,1980,1,2,350
1,2011,0,2,NA
1,1937,1,2,NA
2,1942,1,2,NA
2,1936,5,2,NA
1,1940,1,2,NA
2,1942,1,2,NA
1,1978,1,1,245
2,1981,1,1,NA
1,2009,0,1,NA
1,2012,0,1,NA
1,1934,1,2,NA
2,1934,1,1,NA
1,1946,1,2,158
2,1958,1,1,145
1,1976,1,2,NA
2,1977,1,2,NA
2,2006,0,2,NA
2,2008,0,2,NA
2,2011,0,2,NA
1,2014,0,2,NA
1,1949,1,1,150
2,1951,1,1,60
2,1932,2,2,NA
1,1970,1,2,820
2,1974,1,1,NA
1,2003,0,1,NA
2,2007,0,1,NA
1,1946,1,2,NA
2,1948,1,2,NA
1,1943,1,1,NA
2,1946,1,1,NA
1,1935,1,2,NA
2,1938,1,1,NA
1,1950,1,2,NA
2,1953,1,1,NA
2,1967,3,1,151
2,1994,1,1,NA
2,1996,5,1,NA
1,1985,1,1,350
2,2013,0,1,NA
1,1976,1,2,NA
2,1976,1,2,376
2,2010,0,2,NA
1,1975,1,1,1354.75
2,1974,1,1,368.3
1,2004,0,1,NA
1,2005,0,1,NA
1,1973,1,1,958
2,1976,1,1,443
1,2005,0,1,NA
1,2008,0,1,NA
1,1943,2,2,NA
1,1940,1,1,NA
2,1944,1,1,NA
1,1972,1,2,275.5
2,1976,1,2,NA
2,2006,0,2,NA
1,2009,0,2,NA
2,1935,4,1,NA
1,1973,1,1,210
2,1974,1,1,NA
2,2005,0,1,NA
2,2007,0,1,NA
2,2009,0,1,NA
1,1960,1,1,346.7
2,1963,1,1,177.5
1,1994,5,1,NA
1,1972,1,1,462.2
2,1975,1,2,NA
1,2001,0,2,NA
2,2006,0,2,NA
2,1943,2,1,NA
2,1959,3,1,NA
1,1990,5,1,NA
2,1928,2,1,NA
1,1979,1,2,NA
2,1979,1,2,NA
1,2003,0,2,NA
2,2011,0,2,NA
1,1977,1,1,463.3
2,1979,1,1,NA
2,2007,0,1,NA
2,2015,0,1,NA
1,1936,1,1,NA
2,1936,1,1,NA
1,1938,1,1,NA
2,1939,1,1,NA
1,1969,1,1,NA
2,2003,0,1,NA
2,1978,1,1,NA
1,2007,0,1,NA
2,1956,3,1,150
1,1978,5,1,416
2,1938,2,2,NA
1,1970,3,1,310.4
2,1944,2,1,20
2,2001,0,1,NA
1,1969,1,2,381
2,1974,1,2,130
2,1999,0,2,NA
2,2003,0,2,NA
1,1955,1,2,NA
2,1959,1,2,NA
2,1985,1,2,NA
1,1989,5,2,NA
2,1991,5,2,NA
1,1978,1,2,586.3
2,2013,0,2,NA
2,1960,5,1,NA
2,1933,2,1,20
2,1943,2,2,NA
1,1971,1,2,300
2,1972,1,2,130
1,1998,0,1,NA
1,2001,0,2,NA
1,1953,1,2,253.5
2,1958,1,1,NA
2,1982,5,1,333.3
2,1984,5,1,319.16
1,1980,1,2,287.5
2,1977,1,2,NA
2,2011,0,2,NA
2,2014,0,2,NA
2,1949,2,1,NA
1,1937,1,1,20
2,1942,1,1,NA
1,1960,1,1,162
2,1958,1,1,98
2,1982,1,1,NA
1,1978,1,1,512.5
1,2011,0,1,NA
2,2014,0,1,NA
1,1949,1,2,241.6
2,1954,1,2,NA
1,1977,1,1,290
2,1980,1,1,NA
1,2008,0,1,NA
2,2013,0,1,NA
1,1968,1,1,NA
2,1973,1,1,300
2,2003,0,1,NA
2,1932,2,1,NA
2,2006,0,1,NA
1,2010,0,1,NA
1,1973,1,1,347
2,1975,1,1,170
2,2001,0,1,NA
1,2003,0,1,NA
2,1942,2,1,NA
2,2008,0,1,NA
1,1936,1,1,NA
2,1942,1,1,NA
1,1951,1,1,NA
2,1954,1,1,NA
2,1961,3,2,78.5
2,2004,0,2,NA
1,1965,3,1,NA
2,1938,2,1,NA
2,1985,1,2,NA
1,1983,1,2,270
2,2012,0,2,NA
1,1974,3,2,NA
2,2001,0,2,NA
2,1948,2,1,NA
1,1966,1,1,629.1
2,1969,1,1,140
1,1996,5,1,NA
1,2001,0,1,NA
1,1966,1,2,1254.5
2,1965,1,2,NA
1,2000,0,2,NA
2,1991,5,2,NA
1,1960,3,2,NA
1,1990,5,2,70
1,1992,5,2,25.2
2,1939,2,2,NA
1,1972,1,2,267.9
2,1974,1,2,108.3
2,2000,0,2,NA
1,2005,0,2,NA
1,1974,1,2,396
2,1978,1,2,292.6
2,2000,0,2,NA
1,2003,0,2,NA
1,1973,1,2,NA
2,1973,1,1,20
2,2003,0,1,NA
1,2008,0,1,NA
1,1939,1,1,20
2,1941,1,1,20
1,1939,1,1,NA
2,1944,1,1,NA
1,1970,1,2,NA
2,1975,1,2,NA
2,2001,0,2,NA
1,1955,1,2,NA
2,1945,1,2,NA
1,1947,1,1,NA
2,1952,1,1,NA
1,1975,5,1,340.4
2,1989,5,2,140
2,1967,3,2,NA
1,1962,1,2,NA
2,1962,1,1,177.5
1,1992,5,2,138
2,1995,5,2,NA
1,1983,1,2,NA
2,1985,1,2,275
2,2014,0,2,NA
1,1952,1,2,NA
2,1953,1,2,158
1,1982,1,2,468.3
2,1982,1,2,190
2,2005,0,2,NA
1,2007,0,2,NA
1,1977,1,1,NA
2,1976,1,1,NA
1,2004,0,1,NA
1,2008,0,1,NA
1,2010,0,1,NA
2,1942,2,1,NA
2,1936,2,1,NA
1,1948,4,2,190
1,1982,5,2,291.3
1,1961,1,2,NA
2,1967,1,2,NA
1,1992,5,2,188
1,1993,5,2,NA
2,1998,0,2,NA
1,1973,1,1,216
2,1973,1,1,NA
2,1996,5,1,90
1,1998,0,1,NA
2,1958,2,2,NA
1,1985,5,2,NA
1,1971,1,2,590
2,1972,1,2,NA
1,2006,0,2,NA
2,2008,0,2,NA
1,1969,1,2,NA
2,1968,1,2,NA
2,1995,5,2,30
1,1997,5,2,NA
1,1965,1,1,NA
2,1968,1,1,NA
2,1992,5,1,NA
1,2000,0,1,NA
1,1964,1,2,485
2,1969,1,2,100
1,1994,5,2,NA
1,1997,5,2,NA
1,1971,1,2,783.3
2,1973,1,2,NA
1,1997,5,2,NA
2,2001,0,2,NA
1,1967,1,2,455.5
2,1971,1,2,NA
2,1997,5,2,NA
2,2000,0,2,NA
1,1965,1,2,213.1
2,1967,1,2,NA
1,1996,5,2,NA
1,1974,1,2,439
2,1977,1,2,NA
2,2007,0,2,NA
1,1947,1,1,NA
2,1954,1,1,NA
2,1975,5,1,NA
1,1965,1,1,500
2,1967,1,1,NA
2,1992,5,1,180
1,2013,0,1,NA
1,1936,1,1,20
2,1942,1,1,NA
2,1940,2,1,NA
1,1969,1,1,NA
2,1973,1,1,40
1,1999,0,1,NA
2,2007,0,1,NA
1,1951,1,1,NA
2,1951,1,1,NA
1,1989,5,2,NA
1,1983,5,2,300
1,1955,1,2,NA
2,1954,1,2,NA
2,1981,5,2,NA
1,1986,5,2,625
1,1979,1,1,354.2
2,1979,1,1,240.5
1,2007,0,1,NA
1,2011,0,1,NA
1,2014,0,1,NA
1,1976,1,2,890
2,1980,1,2,100
1,1972,1,1,441.67
2,1975,1,1,125
1,2000,0,1,NA
2,2004,0,1,NA
1,1960,1,2,250
2,1962,1,1,NA
2,1992,5,2,NA
2,2000,0,2,NA
2,1958,2,2,150
1,1974,1,2,400
2,1979,1,2,NA
1,2008,0,2,NA
1,1955,1,1,350
2,1959,1,1,40
2,1985,5,1,NA
1,1960,1,2,391
2,1965,1,2,NA
1,1988,5,2,291
1,1949,1,2,NA
2,1954,1,2,40
1,1980,5,2,200
1,1987,5,2,NA
1,1959,1,1,NA
2,1966,1,1,318.7
2,1988,5,1,150
1,1960,1,2,NA
2,1964,1,2,188
1,1988,5,2,250
1,1992,5,2,160
2,1936,2,2,NA
1,1937,4,1,NA
2,1958,2,1,150
1,1987,5,1,292
1,1945,1,1,NA
2,1950,1,1,NA
1,1978,1,1,583.3
2,1978,1,1,NA
1,2008,0,1,NA
1,2010,0,1,NA
2,2012,0,1,NA
2,1940,2,1,NA
1,1964,1,1,NA
2,1982,1,1,130
1,2005,0,1,NA
2,1950,3,2,164
1,1970,1,2,333.3
2,1977,1,2,NA
1,2002,0,2,NA
2,2008,0,2,NA
1,1949,3,1,NA
1,1974,5,1,NA
2,1977,5,1,175
1,1963,3,2,NA
2,1967,2,1,NA
2,1994,5,2,NA
2,1941,2,2,100
2,1937,2,1,NA
2,1957,3,1,168
2,1983,1,1,NA
1,1985,5,1,310.8
1,1983,1,1,320
2,2012,0,2,NA
1,1949,1,1,NA
2,1951,1,1,NA
1,1953,1,1,NA
2,1959,1,1,120
1,1986,5,1,150
1,1986,5,1,150
2,1937,2,2,NA
2,1946,2,1,20
2,1939,2,1,NA
1,1934,3,2,NA
2,1986,5,1,158.3
2,1988,5,1,166.6
1,1955,3,2,NA
1,1944,1,2,NA
2,1945,1,2,NA
2,1972,1,1,NA
1,1989,5,2,133
1,1970,1,1,350
2,2001,0,1,NA
2,1936,3,1,NA
2,1957,5,2,80
1,1949,1,1,NA
2,1960,1,1,NA
1,1951,1,2,86
2,1954,1,2,NA
1,1979,1,2,NA
2,1982,1,2,NA
2,2007,0,2,NA
2,2010,0,2,NA
1,1937,3,2,NA
2,1937,2,1,NA
1,1961,5,1,NA
2,1935,2,1,NA
2,1934,2,1,NA
2,1950,3,1,200
1,1937,2,2,NA
1,1952,1,2,NA
2,1955,1,2,NA
1,1972,1,2,368.7
2,1974,1,2,NA
1,2001,0,2,NA
1,1959,1,2,448.16
2,1962,1,2,NA
1,1994,5,2,NA
1,1963,1,2,673.2
2,1962,1,2,745.5
1,1991,5,2,NA
2,1995,5,2,NA
1,1961,1,2,1002.1
2,1965,1,2,NA
2,1990,5,2,NA
1,1992,5,2,158
1,1959,1,1,701.2
2,1965,1,1,NA
2,1989,5,2,291.7
2,1991,5,1,NA
1,1953,1,2,193.8
2,1958,1,1,NA
1,1982,5,2,128
1,1955,1,2,672.9
2,1957,1,2,NA
2,1982,1,2,316.7
1,1982,1,2,316.7
2,2011,0,2,NA
1,2014,0,2,NA
1,1933,1,2,NA
2,1949,1,2,80
1,1975,1,2,677.9
2,1980,1,2,NA
2,2007,0,2,NA
1,2010,0,2,NA
1,1948,1,1,NA
2,1950,1,1,NA
2,1982,1,1,333.3
1,1980,1,1,416.7
2,2008,0,1,NA
1,1974,1,1,342
2,1973,1,1,167
2,2001,0,1,NA
1,2005,0,1,NA
1,1940,1,2,NA
2,1944,1,2,NA
1,1969,1,1,250
1,1986,5,2,NA
2,1972,1,1,NA
2,2000,0,2,NA
1,2009,0,2,NA
1,1957,3,1,703.7
1,1985,5,1,277.9
1,1976,1,1,463.3
2,1976,1,1,22
2,2004,0,1,NA
1,2012,0,1,NA
1,1972,1,2,675.4
2,1972,1,2,55
1,1999,0,2,NA
1,2000,0,2,NA
2,1949,2,1,NA
1,1975,1,2,748.3
2,1978,1,2,143.3
1,2006,0,2,NA
2,2007,0,2,NA
2,1966,4,1,NA
2,1987,1,2,NA
1,1989,1,2,333.3
2,2015,0,2,NA
1,1973,1,2,557.3
2,1974,1,2,NA
2,2001,0,2,NA
1,2004,0,2,NA
1,1955,1,1,593.7
2,1961,1,1,NA
1,1997,5,1,NA
1,1975,1,1,NA
2,1975,1,1,378.3
1,2005,0,1,NA
2,2008,0,1,NA
1,1970,1,1,833.3
2,1975,1,1,NA
2,2003,0,1,NA
1,2007,0,1,NA
1,1972,1,2,333.3
2,1977,1,2,433.3
2,2005,0,2,NA
2,2009,0,2,NA
1,1969,1,2,363
2,1975,1,2,NA
2,2001,0,2,NA
1,2004,0,2,NA
2,2007,0,2,NA
1,1962,1,1,983
2,1964,1,1,NA
2,1989,1,2,197
2,1994,5,1,NA
1,1963,1,1,583
2,1967,1,1,50
1,1991,5,1,NA
1,1967,1,1,1045
2,1970,1,1,133.3
1,1999,0,1,NA
2,2002,0,1,NA
1,1969,1,1,841.3
2,1972,1,1,188
2,2000,0,1,NA
1,2006,0,1,NA
1,1960,1,2,1152.1
2,1961,1,2,NA
2,1985,1,1,NA
1,1991,5,2,NA
1,1980,1,1,383
2,2013,0,1,NA
2,2014,0,1,NA
1,1974,1,1,292.4
2,1976,1,1,NA
1,2003,0,1,NA
1,2005,0,1,NA
1,2012,0,1,NA
1,1962,1,1,719.6
2,1964,1,1,193.1
2,1989,5,1,166.6
2,1992,5,1,NA
1,1963,1,2,676
2,1967,1,2,156
2,1995,5,2,NA
1,1997,5,2,NA
1,1969,1,2,693
2,1971,1,2,NA
2,1998,0,2,NA
1,2000,0,2,NA
1,1962,1,2,841
2,1962,1,2,NA
2,1988,5,2,NA
1,1991,5,2,NA
1,1974,1,1,675
2,1978,1,1,NA
2,2005,0,1,NA
1,2006,0,1,NA
1,1952,1,1,260
2,1957,1,1,NA
1,1982,5,2,258
1,1984,5,2,524
1,1963,1,1,1083
2,1964,1,1,167
1,1988,5,1,217
2,1995,5,1,NA
2,1948,2,1,50
1,1961,1,1,875
2,1963,1,1,80
2,1985,5,1,NA
1,1990,5,1,NA
1,1961,1,2,591
2,1959,1,2,NA
2,1992,5,2,NA
1,1980,1,2,352.4
2,1981,1,2,NA
1,2011,0,2,NA
1,2013,0,2,NA
1,1952,1,1,127
2,1956,1,1,119
1,1983,5,1,190
1,1931,1,2,NA
2,1935,1,2,NA
2,1950,3,1,100
1,1955,2,1,NA
1,1959,1,2,230
2,1963,1,2,165
2,1989,1,2,NA
2,1990,5,2,230
1,1991,5,2,NA
2,1944,2,1,NA
1,1958,1,2,1000
2,1963,1,2,NA
1,1961,1,2,NA
2,1966,1,2,110
1,1996,5,2,NA
1,1998,0,2,NA
2,1936,2,1,NA
1,1955,1,2,NA
2,1958,1,2,NA
1,1982,1,2,NA
1,1983,5,2,333.3
2,1982,1,2,250
1,1939,1,2,NA
2,1941,1,2,NA
1,1945,1,2,NA
2,1948,1,1,NA
2,1933,2,1,NA
1,1962,1,1,833.3
1,1989,5,1,NA
1,1991,5,1,NA
2,1964,1,1,NA
2,1941,2,1,NA
1,1921,1,1,NA
2,1930,1,1,NA
1,1944,1,1,NA
2,1956,1,1,NA
2,1981,5,1,166.7
2,1931,2,1,NA
1,1948,1,1,NA
2,1953,1,1,NA
1,1975,1,2,312.1
2,1980,1,1,NA
1,2009,0,1,NA
1,2011,0,1,NA
1,2013,0,1,NA
1,1944,1,1,NA
2,1952,1,1,111.7
2,1963,1,1,100
1,1957,1,1,NA
1,1989,5,1,200
1,1963,1,1,NA
2,1969,1,1,183
1,1989,5,1,247
2,1990,5,1,193
1,1954,1,1,166.7
2,1955,1,1,NA
1,1980,5,1,NA
2,1983,5,1,266.8
1,1940,1,2,NA
2,1949,1,2,NA
2,1979,5,2,NA
2,1928,2,1,NA
2,1939,2,2,NA
1,1974,1,2,NA
2,1981,1,2,NA
2,2006,0,2,NA
1,2010,0,2,NA
1,1939,1,2,NA
2,1943,1,2,NA
2,1938,4,1,NA
2,1946,2,1,NA
2,1969,3,1,158
1,1940,1,1,NA
2,1950,1,1,NA
1,2009,0,1,NA
1,1972,1,2,551.6
2,1968,1,2,551.6
1,1980,1,2,358
2,1982,1,2,338
1,2010,0,2,NA
2,2012,0,2,NA
2,1981,1,2,NA
1,1977,1,2,388
1,2011,0,2,NA
2,2014,0,2,NA
1,1957,3,2,170
2,1957,2,1,NA
1,1966,1,2,258
2,1975,1,2,153
1,2001,0,2,NA
1,1937,1,1,NA
2,1940,1,1,NA
1,1956,1,2,150
2,1960,1,1,NA
1,1985,1,2,NA
2,1986,1,2,NA
1,2010,0,2,NA
1,2012,0,2,NA
2,1962,2,1,NA
1,1985,5,1,338
1,1954,1,1,NA
2,1958,1,1,NA
1,1982,5,1,32
1,1944,1,1,NA
2,1949,1,1,NA
2,1953,2,2,75
1,1961,1,1,NA
2,1963,1,1,NA
2,1989,5,1,241.3
1,1990,5,1,NA
1,1928,2,1,NA
1,1963,4,2,261.3
1,1947,1,2,NA
2,1964,1,2,158
1,1928,1,1,NA
2,1936,1,1,NA
1,1947,1,1,145
2,1948,1,1,NA
1,1943,1,2,100
2,1952,1,2,NA
1,1941,1,2,NA
2,1949,1,2,NA
1,1966,3,2,NA
1,1996,5,2,NA
2,1939,2,1,NA
1,1973,1,2,NA
2,1975,1,2,NA
2,2004,0,2,NA
2,1949,2,2,80
1,1979,5,1,338
1,2007,0,2,NA
1,1957,1,2,NA
2,1963,1,2,110
2,1990,5,2,NA
1,1993,5,2,NA
2,1938,2,2,NA
1,1991,5,2,208.7
2,1935,2,1,NA
1,1951,1,2,183
2,1955,1,1,NA
1,1978,5,2,NA
2,1948,2,2,NA
1,1974,1,2,250
2,1977,1,2,40
1,2002,0,2,NA
1,2004,0,2,NA
1,1952,1,1,136
2,1959,1,1,218.3
2,1992,5,1,191.1
1,1975,1,2,1000
2,1974,1,2,916.6
1,1945,1,2,120
2,1947,1,2,NA
1,1971,5,2,276.7
1,1977,5,2,250
1,1964,1,2,260
2,1969,1,2,NA
2,2004,0,1,NA
1,1964,1,2,NA
2,1970,1,2,NA
2,2004,0,2,NA
1,1962,1,2,NA
2,1966,1,2,160
1,1991,5,2,NA
1,1983,3,2,250
1,1949,1,1,180
2,1950,1,1,NA
1,1975,5,1,NA
1,1938,2,2,NA
1,1936,1,1,NA
1,1943,1,1,NA
2,1949,1,1,NA
2,1972,5,1,265
1,1973,1,2,327.5
2,1975,1,2,208.3
1,2005,0,2,NA
2,1946,5,1,NA
1,1945,1,2,NA
2,1952,1,2,NA
1,1961,1,1,NA
2,1961,1,1,NA
2,1987,5,1,NA
2,1993,5,1,NA
