"sex","birth","marriage","religion","income"
1,2012,0,2,NA
1,1942,1,2,NA
2,1947,1,1,NA
1,1982,1,1,108
2,1981,1,1,NA
1,1977,1,1,185.9
2,1975,1,1,NA
1,2013,0,1,NA
1,1970,1,2,NA
2,1975,1,2,NA
1,1999,0,2,NA
1,2003,0,2,NA
1,1931,1,1,NA
2,1947,1,1,NA
1,1945,1,2,NA
1,1982,1,2,363
2,1955,1,1,NA
2,1984,1,2,NA
2,2012,0,2,NA
2,2013,0,2,NA
1,1971,1,2,367.5
2,1971,1,2,218.3
2,1999,0,2,NA
1,1970,1,1,317.2
2,1970,1,1,NA
2,2004,0,2,NA
2,2012,0,2,NA
1,1964,1,2,180
2,1982,1,2,NA
2,2006,0,2,NA
2,2010,0,2,NA
1,1970,5,2,334.7
1,1970,1,1,185.8
2,1973,1,1,NA
1,1998,0,1,NA
1,2002,0,1,NA
2,1932,2,1,NA
2,1922,2,2,NA
1,1978,1,2,NA
2,1979,1,1,NA
2,2003,0,2,NA
2,2008,0,2,NA
2,1936,2,1,NA
2,1967,5,1,NA
2,1950,2,1,98.8
2,1934,2,1,NA
1,1963,1,1,641.7
2,1968,1,1,916.7
2,1994,5,2,NA
1,2000,0,2,NA
2,1943,2,1,NA
1,1961,1,2,250
2,1967,1,2,NA
1,1991,5,2,NA
2,1993,5,2,NA
1,1948,1,2,NA
2,1947,1,1,NA
1,1937,1,1,NA
2,1941,1,1,NA
1,1963,1,2,NA
2,1958,1,2,NA
1,1944,3,2,NA
1,1933,1,1,NA
2,1937,1,1,NA
2,1932,2,1,NA
2,1935,1,2,NA
1,1953,1,2,NA
2,1958,1,2,NA
2,1923,2,2,NA
1,1983,5,2,NA
2,1977,5,2,263
2,1955,2,1,NA
1,1981,3,1,NA
1,1932,1,1,NA
2,1932,1,1,NA
1,2006,0,1,NA
1,2010,0,1,NA
1,1979,5,2,NA
1,1945,1,1,500
2,1949,1,1,NA
2,1954,2,1,75
1,1975,5,1,NA
1,1937,1,1,NA
2,1937,1,1,NA
2,1962,2,1,160
2,1988,5,1,NA
1,1990,5,1,NA
1,1960,1,2,NA
2,1963,1,2,NA
1,2000,0,2,NA
1,1942,1,2,NA
2,1947,1,1,NA
1,1931,2,2,NA
1,1970,3,2,NA
2,2009,0,2,NA
1,1971,1,2,NA
2,1976,1,2,100
1,2007,0,2,NA
1,1938,1,2,NA
2,1942,1,2,NA
2,2015,0,2,NA
1,1938,1,2,NA
2,1939,1,2,NA
2,1937,2,2,NA
1,1975,1,2,NA
2,1975,1,2,NA
2,2005,0,2,NA
1,1970,1,1,NA
2,1974,1,1,43
2,2000,0,1,NA
2,2003,0,1,NA
2,2006,0,1,NA
1,1972,1,1,NA
2,1974,1,1,NA
2,2002,0,1,NA
2,2006,0,1,NA
1,1962,1,2,611.6
2,1965,1,2,NA
2,1989,1,2,258.3
2,1993,5,2,NA
1,1969,1,1,335
2,1968,1,1,NA
2,1994,5,1,104
2,1998,0,1,NA
1,1967,1,2,NA
2,1969,1,2,NA
2,1998,0,2,NA
2,2001,0,2,NA
1,2004,0,2,NA
2,1942,2,1,20
1,1940,1,1,NA
2,1944,1,1,NA
2,1954,3,1,97.2
2,1953,3,1,163
2,1980,5,2,NA
1,1938,1,1,NA
2,1938,1,1,NA
1,1977,1,2,NA
2,1950,2,1,NA
1,1935,2,2,78
1,1976,1,1,305
2,1946,2,1,NA
1,1971,1,1,561
2,1971,1,1,118
2,2002,0,1,NA
1,2007,0,1,NA
1,1955,1,2,NA
2,1958,1,1,154
1,1988,5,2,NA
2,1998,0,2,NA
2,1941,2,2,NA
1,1981,5,2,283
2,1946,2,1,NA
1,1963,1,1,386
2,1969,1,1,92.5
2,1994,5,1,NA
1,1998,0,1,NA
1,1970,1,2,519.8
2,1973,1,2,148
2,1999,0,2,NA
2,2001,0,2,NA
1,1942,1,1,NA
2,1948,1,1,130
1,1974,5,1,200
1,1965,1,2,NA
2,1971,1,2,NA
1,1995,5,2,NA
1,1998,0,2,NA
1,2001,0,2,NA
2,1943,1,1,NA
1,1940,1,1,20
1,1928,1,1,NA
2,1930,1,1,NA
2,1970,1,1,150
1,1966,1,1,200
1,1971,1,1,NA
2,1971,1,1,38
1,2001,0,1,NA
1,2004,0,1,NA
1,1966,1,2,455
2,1975,1,2,NA
1,2002,0,2,NA
1,2007,0,2,NA
2,1954,5,1,160
2,1926,2,1,NA
1,1970,1,1,NA
2,1980,1,1,NA
1,2006,0,1,NA
1,2008,0,1,NA
2,1942,2,1,NA
1,1960,1,2,NA
2,1963,1,2,NA
2,1994,5,2,NA
1,1996,5,2,NA
1,1929,1,2,NA
2,1937,1,2,NA
1,1931,2,1,NA
1,1965,1,2,833.3
2,1967,1,2,NA
2,1990,5,2,NA
2,1938,2,2,NA
1,1960,1,1,410
2,1966,1,1,95.5
2,1989,5,1,NA
1,1991,5,1,NA
1,1964,1,2,331.3
2,1969,1,2,NA
1,1992,5,2,NA
1,1993,1,2,151.7
2,1992,1,2,NA
1,2012,0,2,NA
1,2014,0,2,NA
1,1975,1,2,250
2,1975,1,2,200
1,2000,0,2,NA
1,2002,0,2,NA
1,1963,3,1,NA
1,1997,5,1,NA
2,1933,2,1,NA
1,1956,1,2,NA
2,1955,1,2,57.6
2,1935,2,1,NA
1,1974,1,1,NA
2,1944,2,1,NA
2,1978,1,1,NA
1,2014,0,1,NA
1,1934,3,1,NA
2,1945,1,2,100
1,1928,1,2,NA
2,1932,1,2,NA
2,1945,2,2,NA
1,1945,1,1,NA
2,1947,1,1,NA
2,1938,2,1,NA
1,1969,1,1,316.7
2,1969,1,1,555
2,1998,0,1,NA
1,2001,0,1,NA
1,1933,1,2,NA
2,1931,1,1,NA
2,1940,2,2,NA
2,1940,2,2,NA
2,1936,2,2,NA
1,1936,1,2,NA
2,1939,1,2,NA
1,1938,1,2,NA
2,1941,1,2,NA
1,1995,5,2,NA
2,1994,5,2,NA
1,1942,1,2,NA
2,1945,1,2,NA
2,1941,2,1,NA
2,1935,2,2,NA
2,1967,2,1,135
1,1999,0,2,NA
1,2003,0,1,NA
2,1926,2,1,NA
1,1961,1,2,NA
2,1962,1,2,NA
1,1988,3,2,NA
1,1953,1,1,164.6
2,1953,1,1,NA
1,1932,1,2,NA
2,1947,1,2,NA
2,1931,2,2,NA
2,1965,1,1,182
1,1961,1,2,NA
1,1990,5,1,279
2,1994,5,1,145.2
1,1943,1,2,NA
2,1948,1,2,NA
2,1975,1,1,NA
1,1973,1,1,269
2,1940,2,2,NA
2,1971,5,2,NA
1,1976,1,2,289.6
2,1980,1,1,NA
1,2006,0,1,NA
1,2010,0,1,NA
1,1968,5,2,NA
2,1932,2,2,NA
1,1941,1,2,NA
2,1945,1,2,NA
1,1946,1,2,128
2,1952,1,2,NA
1,1943,1,2,NA
2,1953,1,2,NA
1,1935,1,1,NA
2,1945,1,1,NA
1,1930,1,1,NA
2,1943,1,1,NA
2,1926,2,2,NA
2,1926,2,2,NA
2,1950,3,1,NA
1,1932,2,1,NA
1,1937,1,1,NA
2,1942,1,1,20
1,1970,5,2,NA
1,1962,1,2,556.7
2,1963,1,2,69
1,1989,5,2,33.6
2,1993,5,2,33.6
1,1950,1,1,NA
2,1958,1,1,NA
2,1979,5,1,240
1,1982,5,1,270
1,1957,1,1,630
2,1960,1,1,NA
2,1988,5,2,180
2,1990,5,2,200
1,1971,1,2,660.7
2,1975,1,2,363.3
1,1998,0,2,NA
2,1953,2,2,NA
1,1960,1,1,316.7
2,1969,1,1,NA
1,2000,0,1,NA
2,2004,0,1,NA
1,1966,1,2,775
2,1971,1,2,NA
2,2000,0,2,NA
1,2003,0,2,NA
1,1975,1,1,573
2,1976,1,1,NA
2,2007,0,1,NA
2,2009,0,1,NA
2,2012,0,1,NA
1,1934,3,2,NA
2,1937,2,1,NA
1,1943,1,2,NA
2,1949,1,1,NA
1,1947,3,1,NA
2,1938,2,2,NA
2,1942,2,1,NA
1,1964,3,1,NA
1,1980,5,1,121.7
1,1964,1,2,571.7
2,1962,1,2,NA
2,1989,5,2,168
1,1992,5,2,NA
1,1970,1,2,460.7
2,1970,1,2,485.4
1,1999,0,2,NA
1,2002,0,2,NA
1,1968,1,1,445
2,1972,1,1,NA
1,1998,0,1,NA
1,2001,0,1,NA
1,1945,1,2,NA
2,1950,1,1,NA
1,1970,1,1,111
2,1970,1,1,135
1,2000,0,1,NA
2,2002,0,1,NA
1,1973,3,2,NA
1,1945,1,1,115
2,1949,1,2,108
1,1978,5,2,NA
1,1974,5,2,180
1,1975,1,1,642.58
2,1975,1,1,NA
1,2002,0,1,NA
1,2006,0,1,NA
1,1972,1,2,278.8
2,1975,1,2,283
1,2004,0,2,NA
1,2011,0,2,NA
1,1975,1,2,394.3
2,1978,1,1,NA
2,2005,0,2,NA
2,2008,0,2,NA
2,1954,2,1,NA
2,1934,2,1,NA
1,1980,5,2,NA
1,1939,1,2,NA
2,1938,1,2,NA
2,1996,5,2,NA
2,1942,2,1,NA
1,1938,1,2,NA
2,1941,1,1,NA
2,1954,2,1,NA
2,1982,1,2,190
1,1984,1,2,270
1,2009,0,2,NA
2,2011,0,2,NA
1,1975,1,2,NA
1,2003,0,2,NA
1,2007,0,2,NA
1,1965,1,1,583.3
2,1960,1,2,NA
1,1994,5,2,NA
1,1998,0,2,NA
1,1961,1,2,702.2
2,1966,1,2,110
1,1956,1,2,NA
2,1957,1,2,76
1,1971,1,2,490
2,1973,1,2,157
2,2002,0,2,NA
2,1949,2,1,NA
2,1949,2,1,NA
1,1980,5,1,NA
1,1970,1,2,260
2,1971,1,2,NA
2,2002,0,2,NA
1,2003,0,2,NA
1,2011,0,2,NA
1,1966,1,1,100
2,1970,1,1,NA
1,2001,0,1,NA
1,2003,0,1,NA
1,2008,0,1,NA
1,1956,1,2,NA
2,1961,3,1,NA
2,1958,1,2,116
1,1935,1,1,NA
2,1935,1,1,NA
2,1947,2,1,NA
1,1976,1,2,516.7
2,1982,1,2,NA
2,2010,0,2,NA
1,2015,0,2,NA
2,1937,2,1,NA
1,1923,2,2,NA
2,1933,2,2,NA
1,1935,6,2,NA
2,1943,2,2,NA
1,1936,1,2,20
2,1945,1,1,NA
1,1928,2,2,NA
1,1971,5,2,243.3
2,1960,2,2,NA
2,1982,1,2,NA
1,1986,5,2,210
1,1982,1,2,458.3
1,2014,0,2,NA
1,1967,1,1,212.3
2,1959,1,1,108.2
2,1996,5,1,NA
1,1943,1,2,NA
2,1950,1,2,NA
1,1959,1,2,NA
2,1960,1,2,NA
1,1999,0,2,NA
1,1987,5,2,222
1,1956,1,1,NA
2,1963,1,1,199.3
1,1990,5,1,100
2,1933,2,1,NA
2,1947,2,2,NA
2,1967,3,2,NA
2,1970,5,2,120
2,1990,5,2,100
2,1999,0,2,NA
2,1999,0,2,NA
2,1941,2,2,NA
1,1951,1,2,NA
2,1954,1,2,NA
2,1944,2,1,NA
1,1977,1,2,541.7
1,1980,1,2,384.2
2,1976,1,2,NA
2,2008,0,2,NA
2,1981,1,2,NA
1,2011,0,2,NA
1,2012,0,2,NA
1,1959,1,1,NA
2,1966,1,1,561.6
2,1995,5,2,NA
1,1998,0,2,NA
1,2002,0,2,NA
2,1928,2,1,NA
1,1950,1,1,NA
2,1955,1,1,NA
1,1978,5,1,200
2,1954,2,1,NA
1,1931,2,2,NA
1,1944,1,1,NA
2,1954,1,1,NA
2,1944,2,2,NA
1,1945,1,1,NA
2,1947,1,1,NA
2,1934,2,2,NA
1,1935,1,2,NA
2,1939,1,1,NA
2,1986,1,2,NA
1,1984,1,2,250
1,2012,0,2,NA
1,1957,1,1,NA
2,1959,1,1,132.7
2,2001,0,1,NA
1,1953,3,2,170
1,1977,1,2,416.3
2,1965,1,2,133
1,1962,1,2,638.3
2,1963,1,1,505
1,1993,5,2,NA
1,1971,1,1,502.8
2,1975,1,1,NA
2,1999,0,1,NA
2,2001,0,1,NA
2,2004,0,1,NA
1,1964,1,2,NA
2,1964,1,1,NA
2,1993,5,2,NA
1,1970,1,2,NA
2,1972,1,2,96
1,2002,0,2,NA
1,2004,0,2,NA
1,1975,1,1,458.3
2,1975,3,1,152
1,2000,0,2,NA
2,2002,0,2,NA
2,1978,1,1,NA
2,1940,2,1,NA
2,1971,3,1,NA
2,2004,0,1,NA
2,1934,2,1,NA
1,1938,1,2,NA
2,1940,1,2,NA
1,1976,1,1,270.3
2,1979,1,1,155
2,2001,0,1,NA
2,2004,0,1,NA
1,2005,0,1,NA
1,1980,1,2,353.3
2,1982,1,2,NA
2,2007,0,2,NA
1,1981,1,2,383.3
2,1979,1,2,NA
2,2005,0,2,NA
2,2007,0,2,NA
2,2010,0,2,NA
1,1974,1,1,446.3
2,1976,1,1,168.8
2,2003,0,1,NA
2,2012,0,1,NA
1,1983,1,2,338.8
2,1986,1,2,NA
1,2005,0,2,NA
2,2012,0,2,NA
1,2013,0,2,NA
1,1974,1,1,506.6
2,1974,1,1,NA
1,2001,0,2,NA
2,2005,0,2,NA
1,1982,1,2,351.7
2,1982,1,1,NA
2,2004,0,1,NA
2,2006,0,1,NA
1,1978,1,2,NA
2,1978,1,2,NA
1,2006,0,2,NA
2,2010,0,2,NA
1,1980,1,2,336.7
2,1981,1,2,NA
1,2008,0,2,NA
2,2012,0,2,NA
1,1971,1,2,469
2,1978,1,1,NA
1,2007,0,2,NA
1,2009,0,2,NA
1,2011,0,2,NA
1,2014,0,2,NA
1,1970,1,1,503.3
2,1975,1,1,NA
2,2010,0,1,NA
1,1980,1,2,315.8
2,1980,1,2,NA
1,2002,0,2,NA
2,2003,0,2,NA
1,1954,1,2,NA
2,1962,1,1,165.5
1,1984,5,2,NA
1,1958,1,1,310.6
2,1960,1,1,NA
1,1938,1,2,NA
2,1939,1,2,NA
1,1952,1,1,NA
2,1954,1,1,NA
1,1982,1,2,260
2,1981,1,2,185
1,2008,0,2,NA
2,2012,0,2,NA
2,1930,2,2,NA
1,1956,1,2,241.7
2,1959,1,2,130
2,1992,5,2,33
1,1943,1,1,NA
2,1946,1,1,NA
2,1948,4,1,NA
1,2004,0,1,NA
1,1955,1,2,NA
2,1956,1,2,76
1,1947,1,1,NA
2,1957,1,1,NA
1,1942,6,1,NA
2,1944,2,1,NA
2,1941,2,2,NA
1,1947,1,2,NA
2,1956,1,2,NA
1,2003,0,2,NA
2,2004,0,2,NA
1,1974,3,2,100
2,1941,2,2,NA
2,1932,2,1,NA
1,1967,1,2,295
2,1968,1,2,128
2,1991,5,2,120
2,1992,5,2,NA
1,1995,5,2,NA
1,1944,1,1,NA
2,1948,1,1,NA
1,1937,1,2,NA
2,1938,1,2,NA
2,1926,2,1,NA
1,1954,1,2,NA
2,1957,1,1,NA
1,1945,1,2,NA
2,1950,1,1,NA
1,1999,0,2,NA
2,2001,0,2,NA
2,1934,2,2,NA
1,1964,5,2,NA
2,1936,2,2,NA
1,1929,1,2,NA
2,1933,1,2,NA
2,1952,3,1,NA
2,2000,0,2,NA
2,1929,4,1,NA
1,1963,1,1,NA
2,1970,1,1,NA
2,1996,5,1,NA
1,1947,1,2,NA
2,1956,1,2,NA
2,1942,3,1,NA
1,1954,1,1,NA
2,1957,1,1,NA
2,1982,1,1,NA
2,1985,5,1,339
1,1991,5,1,130
1,1983,1,1,NA
1,2015,0,2,NA
1,1964,1,1,NA
2,1967,1,1,60
1,1999,0,1,NA
2,2002,0,1,NA
1,1962,1,2,658.1
2,1963,1,2,654.8
2,1990,5,2,269.5
1,1993,5,2,NA
1,1946,1,1,NA
2,1943,1,1,NA
2,1940,2,1,20
1,1942,1,2,NA
2,1944,1,1,NA
1,1979,1,2,NA
2,1980,1,2,280
1,2008,0,2,NA
2,2010,0,2,NA
2,1939,2,1,20
1,1998,0,2,NA
2,2000,0,2,NA
1,1970,3,2,308
1,1932,1,2,NA
2,1937,1,2,NA
1,1939,1,2,NA
2,1944,1,2,NA
2,1939,2,1,NA
2,1939,2,2,NA
2,1979,3,2,NA
1,2003,0,2,NA
2,1949,2,1,NA
2,1940,2,1,NA
1,1938,1,2,NA
2,1938,1,2,NA
2,1944,2,2,NA
2,1946,2,1,20
1,1964,1,1,547.1
2,1968,1,1,525
2,2002,0,2,NA
2,2004,0,2,NA
1,1957,1,2,NA
2,1958,1,2,163
1,1989,5,2,NA
1,1973,1,2,445.8
2,1975,1,2,189
2,1998,0,2,NA
1,1999,0,2,NA
1,1974,1,1,214.6
2,1949,3,1,NA
1,1997,5,2,NA
1,1968,1,2,244.6
2,1972,1,1,104
1,2004,0,1,NA
1,2006,0,1,NA
2,1932,2,2,NA
1,1967,5,2,150
1,1932,1,1,NA
2,1933,1,1,NA
1,1939,1,1,NA
2,1947,1,1,NA
1,1967,5,1,138
1,1962,1,2,NA
2,1967,1,2,NA
2,1994,5,2,158
2,1995,5,2,NA
1,1997,5,2,NA
2,1946,2,1,NA
1,1933,1,2,NA
2,1937,1,2,NA
2,1946,2,2,NA
1,1957,1,2,177
2,1968,1,2,NA
1,1935,1,2,NA
2,1935,1,2,NA
1,1952,1,1,NA
2,1953,1,1,NA
2,1931,2,2,NA
1,1930,2,2,NA
1,1934,1,2,NA
2,1934,1,2,NA
1,1926,1,1,NA
2,1930,1,1,NA
2,1931,2,2,NA
2,1930,2,2,NA
1,1934,2,2,NA
1,1933,1,2,NA
1,1934,1,2,NA
2,1931,1,2,NA
2,1936,2,1,NA
2,1935,2,2,NA
1,1930,2,2,NA
1,1952,1,2,NA
2,1958,1,2,NA
1,1982,1,2,291.6
2,1986,1,2,NA
2,2011,0,2,NA
2,2013,0,2,NA
2,1951,2,2,66
1,1958,1,2,NA
2,1959,1,1,185
1,1978,1,2,274.7
2,1978,1,2,75.6
1,1999,0,2,NA
2,2010,0,2,NA
1,2014,0,2,NA
1,1950,1,2,NA
2,1957,1,2,152.1
1,1989,5,2,NA
1,1992,5,2,NA
1,1952,5,1,NA
1,1962,1,2,95.7
2,1962,1,2,NA
2,1992,5,2,158
1,1940,1,2,NA
2,1950,1,2,NA
1,1919,1,2,NA
2,1926,1,1,NA
1,1965,5,1,NA
1,1943,1,1,NA
2,1948,1,1,150
1,1976,5,1,NA
1,1937,1,1,NA
2,1942,1,1,NA
2,1939,2,1,NA
2,1928,2,1,20
2,1955,5,2,NA
2,1937,2,2,80
2,1935,2,2,20
1,1957,3,2,80
2,1987,5,2,31
1,1931,2,1,NA
2,1935,2,1,NA
1,1970,1,1,233
2,1980,1,1,NA
1,2005,0,1,NA
2,2007,0,1,NA
1,1975,1,2,465.8
2,1975,1,2,188
1,2003,0,2,NA
2,1969,3,2,589.2
1,1997,5,2,NA
1,1999,0,2,NA
1,1961,1,2,282.2
2,1965,1,2,258
2,1991,5,2,151.5
1,1994,5,2,183
2,1942,2,1,NA
2,1919,2,1,NA
1,1960,1,1,NA
2,1962,1,1,149.6
2,1991,5,1,341.3
1,1977,5,2,183
2,1952,2,1,NA
1,1965,1,2,NA
2,1969,1,2,138
1,1943,1,1,NA
2,1950,1,1,NA
1,1948,1,2,NA
2,1950,1,2,NA
2,1976,1,1,NA
1,1978,1,1,492.8
1,1976,1,1,408
1,2006,0,1,NA
2,1980,1,1,0
1,2010,0,1,NA
2,2015,0,1,NA
1,1941,1,2,NA
2,1943,1,2,NA
1,1949,1,2,NA
2,1955,1,2,NA
1,1981,1,2,209.9
1,1962,1,2,NA
2,1968,1,2,NA
2,1993,5,2,NA
1,2000,0,2,NA
1,1969,1,2,303.3
2,1968,1,2,189.2
1,2000,0,2,NA
1,2002,0,2,NA
1,1973,5,2,243.3
1,1970,1,1,236.8
2,1970,1,1,135
2,1998,0,1,NA
1,2001,0,1,NA
1,2006,0,1,NA
1,1963,1,1,230
2,1967,1,1,180
1,1986,5,1,NA
2,1989,5,1,NA
2,1940,2,1,NA
2,1964,1,1,NA
1,1964,1,1,415
1,1994,5,1,NA
2,1995,5,1,NA
1,1971,1,2,NA
2,1978,1,2,NA
1,2004,0,2,NA
1,2005,0,2,NA
1,1973,1,2,NA
2,1976,1,2,NA
1,2001,0,2,NA
1,2007,0,2,NA
1,1934,2,1,NA
1,1969,5,2,NA
1,1966,1,1,310
2,1962,1,1,24
1,1988,5,1,NA
2,1991,5,1,NA
1,1945,1,2,NA
2,1949,1,2,NA
2,1941,2,1,NA
1,1968,1,2,NA
2,1968,1,2,140
2,1994,5,2,44
1,1996,5,2,NA
1,1973,1,2,NA
2,1979,1,2,NA
2,1999,0,2,NA
2,2004,0,2,NA
1,2006,0,2,NA
1,1955,1,2,NA
2,1959,1,2,NA
1,1981,1,2,420.8
2,1981,1,2,132
2,2012,0,2,NA
1,1973,1,1,320.1
2,1980,1,1,NA
2,2005,0,1,NA
1,2011,0,1,NA
1,1976,1,1,427.9
2,1979,1,1,NA
2,2012,0,1,NA
1,1957,1,1,NA
2,1962,1,1,NA
1,1986,5,1,230
1,1966,3,1,102
2,1977,1,1,130.4
2,2001,0,1,NA
1,1964,1,1,340.5
1,2009,0,1,NA
1,1969,1,2,584.9
2,1973,1,2,486.5
1,1998,0,2,NA
1,2001,0,2,NA
1,1935,1,2,NA
2,1938,1,2,NA
1,1967,1,2,NA
2,1971,1,2,NA
2,1993,5,2,175.1
1,2006,0,2,NA
2,1968,3,1,NA
2,1925,2,1,NA
2,1994,5,1,NA
2,1994,5,1,NA
2,1996,5,1,NA
2,1943,2,2,NA
1,1950,1,1,188
2,1953,1,1,NA
2,1959,3,1,59.5
1,1940,1,2,NA
2,1941,1,2,NA
1,1997,5,2,NA
1,1962,1,2,NA
2,1960,1,2,80
1,1969,1,1,324.6
2,1971,1,1,78
1,1999,0,1,NA
2,2003,0,1,NA
1,1971,1,2,NA
2,1972,1,1,NA
1,1980,5,1,250
2,1968,1,1,NA
2,1994,5,1,NA
1,1963,1,1,687.5
1,1968,1,2,370.3
2,1970,1,2,250
2,1994,5,2,77
2,1987,5,2,140
1,1990,5,2,209.6
1,1946,1,1,NA
2,1949,1,1,NA
1,1978,1,2,208
2,1978,1,2,NA
1,2004,0,2,NA
2,2007,0,2,NA
2,1959,4,1,NA
1,1987,5,1,217.9
2,1938,2,1,NA
1,1965,3,2,350
2,1968,3,2,75
2,1993,5,2,NA
2,1997,5,2,NA
1,1948,1,1,NA
2,1951,1,1,NA
1,1939,1,1,NA
2,1944,1,1,NA
1,1978,1,1,188
2,1979,1,1,NA
1,2012,0,1,NA
1,2013,0,1,NA
1,1961,1,1,3633.3
2,1967,1,1,NA
1,1991,5,1,NA
1,1991,5,1,NA
1,2004,0,1,NA
2,1934,5,2,NA
1,1946,1,2,NA
2,1950,1,2,NA
1,1979,1,2,492
2,1981,1,2,154.2
1,2012,0,2,NA
1,2014,0,2,NA
2,1969,3,1,200
2,1992,5,1,NA
1,1994,5,1,103
1,1936,1,1,NA
2,1935,1,1,NA
2,1961,5,1,333.3
1,1962,1,1,110
2,1968,1,1,NA
1,1966,3,2,400
2,1971,3,2,140.7
2,1994,5,2,NA
1,1997,5,2,173
2,1934,2,2,NA
1,1965,1,2,170
2,1966,1,2,111.8
1,1992,5,2,NA
1,1937,1,2,NA
2,1943,1,2,NA
1,1960,1,2,NA
2,1962,1,2,NA
2,1987,5,2,168
2,1990,5,2,183
1,1960,1,2,419.6
2,1972,1,1,266.7
2,1995,5,1,NA
2,1997,5,1,NA
1,1999,0,1,NA
2,1931,2,2,NA
1,1956,3,1,562.5
1,1988,1,1,220.8
1,1959,1,2,NA
2,1962,1,1,160.6
2,1940,3,1,NA
2,1935,5,1,NA
2,1931,2,1,NA
1,1934,1,1,NA
2,1933,1,1,NA
2,1953,2,2,NA
1,1995,5,2,NA
2,1999,0,2,NA
1,1955,1,1,NA
2,1962,1,1,NA
1,1976,1,1,325
2,1979,1,1,160
1,2012,0,1,NA
1,1945,1,2,NA
2,1955,1,1,188
1,1977,5,2,168
1,1935,1,2,NA
2,1937,1,1,NA
1,1935,1,2,NA
2,1944,1,2,NA
1,1944,1,2,130
2,1945,1,2,NA
2,1934,2,1,NA
1,1962,1,1,317.4
2,1963,1,1,118
2,1991,5,1,108
2,1993,5,1,124.6
2,1994,5,1,NA
2,1998,0,1,NA
2,1934,2,1,NA
1,1956,3,1,NA
2,1932,2,1,NA
2,1932,2,2,NA
2,1931,2,1,NA
1,1927,1,2,NA
2,1936,1,2,NA
1,1940,1,2,NA
2,1942,1,2,NA
1,1957,1,2,NA
2,1957,1,2,NA
1,1966,2,2,NA
1,2002,0,2,NA
1,2003,0,2,NA
2,1943,2,1,NA
1,1955,1,2,NA
2,1958,1,2,NA
1,1944,1,2,NA
2,1950,1,2,NA
1,1979,5,2,NA
1,1932,2,1,NA
1,1998,0,2,NA
1,1968,1,2,140
2,1973,1,1,NA
1,2002,0,2,NA
1,1923,1,2,NA
2,1936,1,2,NA
2,1935,2,2,NA
1,1935,2,2,NA
1,1942,1,2,NA
2,1944,1,2,NA
1,1938,1,2,NA
2,1938,1,2,NA
1,1974,5,2,NA
2,1956,2,1,NA
2,1933,2,1,NA
1,1960,1,1,NA
2,1961,1,1,NA
1,1993,5,1,NA
2,1914,2,1,NA
1,1932,3,2,NA
1,1958,1,1,NA
2,1961,1,1,NA
2,1984,1,2,NA
1,1982,1,2,336.66
1,1946,1,2,NA
2,1948,1,2,NA
1,1979,1,2,320.5
2,1983,1,2,258.4
1,2011,0,2,NA
2,2014,0,2,NA
1,1950,1,1,NA
2,1955,1,1,NA
2,1931,2,1,NA
1,1965,3,2,NA
2,1987,5,2,341.6
1,1990,5,2,NA
2,1943,2,2,125.8
2,1942,2,1,16.2
2,1937,2,1,NA
2,1950,2,1,NA
1,1969,3,2,168.8
2,1935,2,2,NA
1,1948,1,1,NA
2,1952,1,1,NA
1,1982,5,2,287
1,1941,1,1,NA
2,1949,1,1,108.5
2,1936,2,1,NA
1,1963,1,2,NA
2,1963,1,1,212.4
1,1988,1,2,158
1,1990,5,2,NA
2,1988,1,1,NA
1,2008,0,1,NA
1,2010,0,1,NA
1,2015,0,1,NA
1,1958,1,2,NA
2,1962,1,2,NA
1,1994,5,2,NA
1,1960,1,1,451.6
2,1963,1,1,100.8
1,1990,5,1,NA
1,1994,5,1,NA
1,1970,1,2,NA
2,1971,1,2,119
2,2001,0,2,NA
2,2004,0,2,NA
1,1942,1,2,NA
2,1941,1,2,NA
1,1958,1,1,NA
2,1968,1,1,NA
1,1937,1,2,167
2,1937,1,2,NA
2,1953,2,2,NA
1,1958,1,1,NA
2,1955,1,1,NA
1,1962,1,1,NA
2,1963,1,1,128
1,1987,5,1,242
2,2000,0,1,NA
1,1973,1,1,30
2,1972,1,1,140.8
2,2003,0,1,NA
1,2005,0,1,NA
1,1956,1,2,200
2,1973,1,2,90
1,1993,5,2,NA
2,1994,5,2,NA
1,1971,1,2,NA
2,1981,1,2,139.2
2,2002,0,2,NA
2,2006,0,2,NA
2,1936,2,1,NA
1,1969,5,2,NA
2,1947,2,1,NA
1,1931,1,2,NA
2,1940,1,1,NA
1,1935,1,2,NA
2,1941,1,2,NA
1,1954,1,1,NA
2,1958,1,1,NA
2,1983,1,1,NA
1,1986,5,1,190.8
1,1981,1,2,385.5
2,2011,0,2,NA
1,2013,0,2,NA
1,1954,5,2,NA
2,1935,2,1,NA
2,1944,1,2,NA
1,1944,1,2,NA
1,1939,2,2,NA
2,1943,2,1,NA
2,1950,2,1,NA
1,1956,1,2,308.3
2,1956,1,1,NA
1,1930,1,1,NA
2,1934,1,1,NA
1,1952,1,2,208.3
2,1954,1,2,150
2,1929,2,2,NA
1,1990,5,2,210
1,1974,1,2,312.5
2,1977,1,2,113.3
1,2003,0,1,NA
1,1935,1,1,NA
2,1938,1,1,NA
2,2005,0,1,NA
1,2010,0,2,NA
1,1967,1,1,165
2,1971,1,1,NA
2,1998,0,1,NA
2,2002,0,1,NA
